[9:46:22:332] 1524
[9:46:22:447] 14
[9:46:22:563] 15
[9:46:22:678] 14
[9:46:22:793] 14
[9:46:22:908] 14
[9:46:23:23] 14
[9:46:23:138] 14
[9:46:23:253] 14
[9:46:23:368] 14
[9:46:23:483] 14
[9:46:23:598] 14
[9:46:23:713] 14
[9:46:23:828] 14
[9:46:23:944] 15
[9:46:24:58] 14
[9:46:24:174] 15
[9:46:24:289] 15
[9:46:24:404] 14
[9:46:24:519] 14
[9:46:24:634] 14
[9:46:24:749] 14
[9:46:24:864] 14
[9:46:24:981] 16
[9:46:25:96] 15
[9:46:25:208] 12
[9:46:25:325] 16
[9:46:25:439] 13
[9:46:25:554] 14
[9:46:25:669] 14
[9:46:25:785] 15
[9:46:25:901] 15
[9:46:26:16] 14
[9:46:26:131] 14
[9:46:26:246] 14
[9:46:26:362] 15
[9:46:26:477] 15
[9:46:26:591] 14
[9:46:26:706] 14
[9:46:26:821] 14
[9:46:26:936] 14
[9:46:27:52] 15
[9:46:27:167] 15
[9:46:27:283] 15
[9:46:27:397] 13
[9:46:27:512] 14
[9:46:27:627] 14
[9:46:27:742] 14
[9:46:27:857] 14
[9:46:27:972] 14
[9:46:28:88] 15
[9:46:28:203] 14
[9:46:28:318] 14
[9:46:28:433] 14
[9:46:28:547] 13
[9:46:28:662] 14
[9:46:28:778] 15
[9:46:28:893] 15
[9:46:29:8] 14
[9:46:29:123] 14
[9:46:29:238] 14
[9:46:29:353] 14
[9:46:29:469] 15
[9:46:29:583] 14
[9:46:29:699] 15
[9:46:29:814] 14
[9:46:29:929] 14
[9:46:30:44] 14
[9:46:30:159] 14
[9:46:30:275] 15
[9:46:30:393] 18
[9:46:30:508] 14
[9:46:30:623] 14
[9:46:30:738] 14
[9:46:30:853] 14
[9:46:30:968] 14
[9:46:31:85] 16
[9:46:31:200] 15
[9:46:31:315] 14
[9:46:31:430] 14
[9:46:31:545] 14
[9:46:31:660] 14
[9:46:31:775] 14
[9:46:31:890] 14
[9:46:32:5] 14
[9:46:32:121] 15
[9:46:32:236] 14
[9:46:32:351] 14
[9:46:32:466] 14
[9:46:32:582] 15
[9:46:32:697] 14
[9:46:32:812] 14
[9:46:32:927] 14
[9:46:33:42] 14
[9:46:33:157] 14
[9:46:33:270] 12
[9:46:33:385] 14
[9:46:33:500] 14
[9:46:33:615] 14
[9:46:33:730] 14
[9:46:33:845] 14
[9:46:33:960] 14
[9:46:34:76] 15
[9:46:34:192] 15
[9:46:34:307] 14
[9:46:34:422] 14
[9:46:34:537] 14
[9:46:34:652] 14
[9:46:34:767] 14
[9:46:34:883] 15
[9:46:34:998] 14
[9:46:35:113] 14
[9:46:35:228] 14
[9:46:35:343] 14
[9:46:35:458] 14
[9:46:35:573] 14
[9:46:35:688] 14
[9:46:35:803] 14
[9:46:35:918] 14
[9:46:36:33] 14
[9:46:36:148] 14
[9:46:36:264] 15
[9:46:36:379] 14
[9:46:36:494] 14
[9:46:36:609] 14
[9:46:36:724] 14
[9:46:36:839] 14
[9:46:36:955] 15
[9:46:37:70] 15
[9:46:37:185] 15
[9:46:37:300] 15
[9:46:37:415] 14
[9:46:37:530] 14
[9:46:37:645] 14
[9:46:37:760] 14
[9:46:37:875] 14
[9:46:37:990] 14
[9:46:38:105] 14
[9:46:38:221] 15
[9:46:38:336] 14
[9:46:38:451] 14
[9:46:38:567] 15
[9:46:38:682] 15
[9:46:38:797] 14
[9:46:38:912] 14
[9:46:39:27] 14
[9:46:39:142] 14
[9:46:39:257] 14
[9:46:39:373] 15
[9:46:39:488] 14
[9:46:39:603] 14
[9:46:39:718] 14
[9:46:39:834] 15
[9:46:39:949] 15
[9:46:40:64] 14
[9:46:40:179] 14
[9:46:40:294] 15
[9:46:40:409] 15
[9:46:40:524] 14
[9:46:40:639] 14
[9:46:40:754] 14
[9:46:40:870] 15
[9:46:40:985] 14
[9:46:41:100] 14
[9:46:41:215] 14
[9:46:41:330] 14
[9:46:41:445] 14
[9:46:41:560] 14
[9:46:41:677] 16
[9:46:41:792] 14
[9:46:41:907] 14
[9:46:42:22] 14
[9:46:42:137] 14
[9:46:42:252] 14
[9:46:42:367] 14
[9:46:42:483] 15
[9:46:42:599] 15
[9:46:42:714] 15
[9:46:42:829] 14
[9:46:42:944] 14
[9:46:43:59] 14
[9:46:43:174] 14
[9:46:43:290] 15
[9:46:43:405] 14
[9:46:43:520] 14
[9:46:43:635] 14
[9:46:43:750] 14
[9:46:43:865] 14
[9:46:43:980] 14
[9:46:44:96] 15
[9:46:44:211] 15
[9:46:44:326] 14
[9:46:44:441] 14
[9:46:44:556] 14
[9:46:44:671] 14
[9:46:44:786] 14
[9:46:44:901] 14
[9:46:45:16] 14
[9:46:45:131] 14
[9:46:45:246] 14
[9:46:45:360] 13
[9:46:45:475] 14
[9:46:45:590] 14
[9:46:45:705] 14
[9:46:45:820] 14
[9:46:45:935] 14
[9:46:46:50] 14
[9:46:46:165] 14
[9:46:46:280] 14
[9:46:46:395] 14
[9:46:46:511] 15
[9:46:46:626] 14
[9:46:46:741] 14
[9:46:46:856] 14
[9:46:46:972] 15
[9:46:47:87] 15
[9:46:47:202] 14
[9:46:47:319] 16
[9:46:47:434] 14
[9:46:47:549] 14
[9:46:47:664] 14
[9:46:47:779] 14
[9:46:47:894] 14
[9:46:48:9] 15
[9:46:48:124] 14
[9:46:48:239] 14
[9:46:48:354] 14
[9:46:48:469] 14
[9:46:48:584] 14
[9:46:48:699] 14
[9:46:48:814] 14
[9:46:48:929] 14
[9:46:49:44] 14
[9:46:49:159] 14
[9:46:49:274] 14
[9:46:49:389] 14
[9:46:49:504] 14
[9:46:49:619] 14
[9:46:49:734] 14
[9:46:49:850] 15
[9:46:49:965] 14
[9:46:50:81] 15
[9:46:50:196] 15
[9:46:50:311] 14
[9:46:50:426] 14
[9:46:50:541] 14
[9:46:50:656] 14
[9:46:50:771] 14
[9:46:50:887] 15
[9:46:51:2] 15
[9:46:51:117] 15
[9:46:51:232] 14
[9:46:51:347] 14
[9:46:51:462] 14
[9:46:51:578] 15
[9:46:51:693] 15
[9:46:51:808] 14
[9:46:51:923] 14
[9:46:52:38] 14
[9:46:52:153] 14
[9:46:52:268] 14
[9:46:52:383] 14
[9:46:52:498] 14
[9:46:52:613] 14
[9:46:52:728] 14
[9:46:52:844] 15
[9:46:52:959] 14
[9:46:53:75] 15
[9:46:53:190] 14
[9:46:53:305] 14
[9:46:53:420] 14
[9:46:53:535] 15
[9:46:53:650] 14
[9:46:53:765] 14
[9:46:53:880] 14
[9:46:53:995] 14
[9:46:54:111] 15
[9:46:54:226] 14
[9:46:54:341] 14
[9:46:54:456] 14
[9:46:54:572] 15
[9:46:54:688] 15
[9:46:54:803] 14
[9:46:54:918] 14
[9:46:55:33] 14
[9:46:55:148] 14
[9:46:55:263] 14
[9:46:55:379] 15
[9:46:55:494] 14
[9:46:55:609] 14
[9:46:55:725] 15
[9:46:55:840] 15
[9:46:55:955] 14
[9:46:56:72] 16
[9:46:56:188] 15
[9:46:56:303] 14
[9:46:56:418] 14
[9:46:56:533] 14
[9:46:56:648] 14
[9:46:56:763] 14
[9:46:56:878] 14
[9:46:56:994] 15
[9:46:57:109] 15
[9:46:57:224] 14
[9:46:57:339] 14
[9:46:57:454] 14
[9:46:57:570] 15
[9:46:57:687] 16
[9:46:57:802] 14
[9:46:57:917] 14
[9:46:58:32] 14
[9:46:58:147] 14
[9:46:58:263] 15
[9:46:58:378] 15
[9:46:58:493] 14
[9:46:58:608] 14
[9:46:58:723] 14
[9:46:58:838] 14
[9:46:58:953] 14
[9:46:59:69] 15
[9:46:59:184] 14
[9:46:59:299] 14
[9:46:59:410] 10
[9:46:59:525] 14
[9:46:59:640] 14
[9:46:59:755] 14
[9:46:59:871] 15
[9:46:59:986] 15
[9:47:0:103] 17
[9:47:0:218] 14
[9:47:0:333] 14
[9:47:0:448] 14
[9:47:0:564] 15
[9:47:0:679] 15
[9:47:0:794] 14
[9:47:0:910] 15
[9:47:1:25] 14
[9:47:1:140] 14
[9:47:1:255] 14
[9:47:1:370] 14
[9:47:1:485] 14
[9:47:1:600] 14
[9:47:1:716] 15
[9:47:1:831] 14
[9:47:1:946] 14
[9:47:2:61] 14
[9:47:2:176] 14
[9:47:2:292] 15
[9:47:2:407] 14
[9:47:2:521] 13
[9:47:2:636] 14
[9:47:2:752] 15
[9:47:2:867] 15
[9:47:2:982] 14
[9:47:3:97] 14
