[7:22:55:820] 1708
[7:22:55:931] 10
[7:22:56:43] 11
[7:22:56:157] 13
[7:22:56:272] 14
[7:22:56:390] 17
[7:22:56:507] 16
[7:22:56:623] 16
[7:22:56:738] 14
[7:22:56:851] 12
[7:22:56:965] 13
[7:22:57:83] 12
[7:22:57:212] 28
[7:22:57:327] 14
[7:22:57:448] 21
[7:22:57:563] 14
[7:22:57:675] 11
[7:22:57:792] 16
[7:22:57:908] 15
[7:22:58:24] 15
[7:22:58:137] 12
[7:22:58:249] 11
[7:22:58:372] 23
[7:22:58:486] 14
[7:22:58:600] 13
[7:22:58:715] 14
[7:22:58:831] 15
[7:22:58:960] 28
[7:22:59:75] 11
[7:22:59:193] 17
[7:22:59:305] 11
[7:22:59:423] 17
[7:22:59:542] 18
[7:22:59:662] 19
[7:22:59:781] 19
[7:22:59:895] 13
[7:23:0:12] 17
[7:23:0:128] 15
[7:23:0:242] 13
[7:23:0:358] 16
[7:23:0:474] 15
[7:23:0:589] 14
[7:23:0:707] 17
[7:23:0:823] 15
[7:23:0:940] 16
[7:23:1:55] 14
[7:23:1:172] 16
[7:23:1:290] 17
[7:23:1:404] 14
[7:23:1:517] 12
[7:23:1:631] 14
[7:23:1:759] 25
[7:23:1:873] 13
[7:23:1:986] 12
[7:23:2:98] 12
[7:23:2:211] 12
[7:23:2:324] 13
[7:23:2:451] 26
[7:23:2:566] 13
[7:23:2:681] 15
[7:23:2:812] 30
[7:23:2:941] 29
[7:23:3:55] 14
[7:23:3:167] 12
[7:23:3:279] 12
[7:23:3:393] 13
[7:23:3:511] 18
[7:23:3:625] 14
[7:23:3:740] 14
[7:23:3:857] 15
[7:23:3:975] 17
[7:23:4:89] 14
[7:23:4:206] 16
[7:23:4:318] 12
[7:23:4:433] 14
[7:23:4:549] 14
[7:23:4:665] 15
[7:23:4:778] 12
[7:23:4:894] 15
[7:23:5:10] 15
[7:23:5:122] 12
[7:23:5:236] 13
[7:23:5:350] 13
[7:23:5:470] 18
[7:23:5:588] 17
[7:23:5:704] 15
[7:23:5:833] 27
[7:23:5:959] 26
[7:23:6:74] 14
[7:23:6:189] 14
[7:23:6:301] 11
[7:23:6:417] 16
[7:23:6:534] 16
[7:23:6:652] 18
[7:23:6:764] 11
[7:23:6:880] 15
[7:23:6:997] 16
[7:23:7:111] 14
[7:23:7:233] 21
[7:23:7:351] 16
[7:23:7:464] 13
[7:23:7:575] 10
[7:23:7:690] 14
[7:23:7:805] 14
[7:23:7:918] 11
[7:23:8:32] 12
[7:23:8:146] 13
[7:23:8:259] 13
[7:23:8:371] 11
[7:23:8:487] 15
[7:23:8:599] 12
[7:23:8:713] 13
[7:23:8:826] 12
[7:23:8:941] 14
[7:23:9:63] 19
[7:23:9:185] 22
[7:23:9:311] 25
[7:23:9:445] 33
[7:23:9:561] 15
[7:23:9:675] 12
[7:23:9:839] 63
[7:23:9:958] 17
[7:23:10:69] 11
[7:23:10:193] 18
[7:23:10:328] 33
[7:23:10:441] 13
[7:23:10:557] 16
[7:23:10:677] 20
[7:23:10:791] 13
[7:23:10:905] 13
[7:23:11:18] 12
[7:23:11:140] 21
[7:23:11:255] 14
[7:23:11:373] 18
[7:23:11:490] 16
[7:23:11:623] 22
[7:23:11:741] 17
[7:23:11:858] 17
[7:23:11:982] 23
[7:23:12:99] 16
[7:23:12:220] 21
[7:23:12:356] 34
[7:23:12:474] 17
[7:23:12:590] 16
[7:23:12:708] 17
[7:23:12:826] 18
[7:23:12:947] 20
[7:23:13:74] 26
[7:23:13:193] 18
[7:23:13:307] 13
[7:23:13:427] 19
[7:23:13:541] 13
[7:23:13:654] 13
[7:23:13:767] 12
[7:23:13:883] 15
[7:23:14:0] 16
[7:23:14:119] 18
[7:23:14:236] 17
[7:23:14:351] 15
[7:23:14:467] 16
[7:23:14:581] 14
[7:23:14:701] 19
[7:23:14:816] 14
[7:23:14:930] 13
[7:23:15:44] 13
[7:23:15:158] 13
[7:23:15:272] 14
[7:23:15:387] 15
[7:23:15:502] 14
[7:23:15:616] 13
[7:23:15:732] 15
[7:23:15:846] 13
[7:23:15:960] 13
[7:23:16:81] 20
[7:23:16:195] 13
[7:23:16:311] 15
[7:23:16:426] 15
[7:23:16:542] 16
[7:23:16:657] 14
[7:23:16:774] 16
[7:23:16:885] 11
[7:23:16:996] 11
[7:23:17:110] 14
[7:23:17:232] 21
[7:23:17:347] 15
[7:23:17:462] 14
[7:23:17:577] 15
[7:23:17:692] 14
[7:23:17:807] 14
[7:23:17:920] 11
[7:23:18:32] 11
[7:23:18:148] 15
[7:23:18:262] 14
[7:23:18:378] 16
[7:23:18:491] 13
[7:23:18:610] 18
[7:23:18:725] 14
[7:23:18:845] 19
[7:23:18:960] 15
[7:23:19:75] 14
[7:23:19:189] 14
[7:23:19:304] 14
[7:23:19:419] 14
[7:23:19:534] 14
[7:23:19:652] 17
[7:23:19:769] 16
[7:23:19:883] 13
[7:23:19:996] 12
[7:23:20:116] 19
[7:23:20:234] 15
[7:23:20:364] 30
[7:23:20:484] 17
[7:23:20:597] 13
[7:23:20:710] 12
[7:23:20:822] 11
[7:23:20:942] 18
[7:23:21:56] 13
[7:23:21:170] 13
[7:23:21:284] 13
[7:23:21:399] 14
[7:23:21:513] 13
[7:23:21:629] 15
[7:23:21:743] 13
[7:23:21:856] 13
[7:23:21:969] 13
[7:23:22:84] 14
[7:23:22:197] 12
[7:23:22:310] 12
[7:23:22:422] 11
[7:23:22:536] 13
[7:23:22:654] 17
[7:23:22:769] 15
[7:23:22:883] 13
[7:23:22:997] 13
[7:23:23:111] 13
[7:23:23:224] 12
[7:23:23:339] 14
[7:23:23:457] 17
[7:23:23:570] 13
[7:23:23:685] 14
[7:23:23:798] 12
[7:23:23:919] 20
[7:23:24:36] 16
[7:23:24:151] 14
[7:23:24:270] 18
[7:23:24:385] 14
