[15:13:27:518] 1456
[15:13:29:217] 1491
[15:13:30:824] 1453
[15:13:32:440] 1444
[15:13:34:63] 1445
[15:13:35:712] 1493
[15:13:37:416] 1528
[15:13:39:256] 1609
[15:13:40:967] 1534
[15:13:42:791] 1553
[15:13:44:559] 1486
[15:13:46:189] 1451
[15:13:47:814] 1441
[15:13:49:594] 1619
[15:13:51:229] 1454
[15:13:52:838] 1448
[15:13:54:487] 1454
[15:13:56:132] 1439
[15:13:57:822] 1449
[15:13:59:509] 1446
[15:14:1:146] 1458
[15:14:2:832] 1453
[15:14:4:612] 1451
[15:14:6:370] 1441
[15:14:8:84] 1458
[15:14:10:26] 1451
[15:14:11:684] 1454
[15:14:13:490] 1571
[15:14:15:284] 1510
[15:14:17:69] 1445
[15:14:18:665] 1440
[15:14:20:308] 1438
[15:14:21:899] 1437
[15:14:23:523] 1448
[15:14:25:145] 1437
[15:14:26:790] 1437
[15:14:28:404] 1449
[15:14:30:18] 1440
[15:14:31:691] 1512
[15:14:33:372] 1514
[15:14:35:33] 1496
[15:14:36:688] 1482
[15:14:38:336] 1462
[15:14:39:943] 1456
[15:14:41:887] 1730
[15:14:44:463] 2418
[15:14:46:473] 1763
[15:14:48:314] 1574
[15:14:51:382] 1528
[15:14:53:480] 1481
[15:14:56:451] 1579
[15:14:58:594] 1484
[15:15:1:157] 1467
[15:15:3:288] 1516
[15:15:5:292] 1473
[15:15:7:202] 1456
[15:15:9:270] 1458
[15:15:11:219] 1457
[15:15:13:165] 1454
[15:15:15:281] 1475
[15:15:17:438] 1467
[15:15:19:159] 1494
[15:15:21:130] 1460
[15:15:23:153] 1465
[15:15:25:32] 1460
[15:15:29:191] 2938
[15:15:31:297] 1448
[15:15:33:47] 1470
[15:15:35:74] 1477
[15:15:37:274] 1459
[15:15:39:223] 1587
[15:15:41:111] 1611
[15:15:43:149] 1645
[15:15:44:934] 1533
[15:15:46:730] 1612
[15:15:48:618] 1515
[15:15:50:616] 1498
[15:15:52:386] 1515
[15:15:54:367] 1729
[15:15:56:594] 1626
[15:15:58:380] 1564
[15:16:1:440] 2255
[15:16:3:394] 1693
[15:16:5:697] 1538
